id,universidad,carrera,area_academica,modalidad,semestres,fecha_oferta,ciudad
2764,Centro De Estudios,lic en enfermeria,ciencias sociales,semi presencial,6,2024-03-17,Lachixio
2765,Escuela Normal,lic. en filosofia,educacion,presencial,10,2024-11-20,oaxaca capital
2766,Tecnologica Del Valle,tec en mecanica,ingenieria,semi presencial,8,2024-06-11,Etla
2767,Uabjo,lic. en filosofia,administracion,presencial,6,2024-04-12,Lachixio
2768,Instituto Superior,lic. en biologia,artes,semi presencial,8,2024-08-16,Huajuapan
2769,Ujat,ingenieria electronica,ingenieria,semi presencial,8,2024-11-05,Pochutla
2770,Colegio De Bachilleres,lic. en biologia,economia,presencial,10,2024-08-16,Salina Cruz
2771,Escuela Normal,ingenieria en sistemas computacionales,ciencias sociales,virtual,10,2024-03-06,Pochutla
2772,Tebacsso,ingenieria en sistemas computacionales,ciencias sociales,presencial,6,2024-02-28,Xoxocotlan
2773,Univers. Autonoma,tec. en electronica,derecho,virtual,8,2024-04-08,Tlacolula
2774,Univers. Autonoma,lic. en psicologia,artes,semi presencial,8,2024-11-08,juarez
2775,Tebacsso,lic. en turismo,educacion,presencial,8,2024-04-06,Huajuapan
2776,Escuela Normal,lic. en derecho,ciencias sociales,presencial,8,2024-04-08,Tlacolula
2777,Colegio De Bachilleres,lic. en economia,derecho,virtual,10,2024-05-24,Tlacolula
2778,Conalep,diseño grafico,artes,semi presencial,6,2024-08-17,juarez
2779,Instituto Superior,ingenieria civil,salud,presencial,8,2024-06-09,Salina Cruz
2780,Tebacsso,tec en mecanica,ciencias sociales,presencial,6,2024-09-10,Tlacolula
2781,Ujat,ingenieria en sistemas computacionales,administracion,virtual,10,2024-11-16,Etla
2782,Conalep,tec en mecanica,salud,semi presencial,6,2024-09-11,Ixtlan
2783,Escuela Normal,tec. en electronica,administracion,semi presencial,6,2024-06-23,Huajuapan
2784,Ies Oaxaca,tec en mecanica,tecnologia,virtual,10,2024-04-21,Tlacolula
2785,Tecnologica Del Valle,lic. en filosofia,artes,presencial,6,2024-11-01,Ixtlan
2786,Centro De Estudios,ingenieria en sistemas computacionales,administracion,virtual,8,2024-10-08,Salina Cruz
2787,Colegio De Bachilleres,lic. en comunicacion,ciencias sociales,presencial,8,2024-06-04,Tlacolula
2788,Escuela Normal,ingenieria electronica,administracion,virtual,8,2024-02-21,Lachixio
2789,Instituto Tecnologico,ingenieria civil,administracion,presencial,6,2024-07-20,Tlacolula
2790,Centro De Estudios,diseño grafico,humanidades,semi presencial,8,2024-03-04,Salina Cruz
2791,Tebacsso,lic. en derecho,salud,semi presencial,10,2024-05-24,Salina Cruz
2792,Tecnologica Del Valle,lic. en derecho,ingenieria,semi presencial,10,2024-03-27,Ixtlan
2793,Centro De Estudios,ingenieria civil,educacion,presencial,10,2024-02-24,Ixtlan
2794,Instituto Superior,ingenieria electronica,ciencias sociales,presencial,6,2024-04-21,Lachixio
2795,Uabjo,lic. en comunicacion,economia,semi presencial,10,2024-12-01,Lachixio
2796,Instituto Superior,lic. en derecho,ingenieria,semi presencial,8,2024-09-23,juarez
2797,Colegio De Bachilleres,lic. en derecho,derecho,virtual,8,2024-03-28,Lachixio
2798,Tecnologica Del Valle,administracion de empresas,educacion,semi presencial,8,2024-09-23,Lachixio
2799,Uabjo,lic. en educacion,tecnologia,semi presencial,6,2024-07-17,juarez
2800,Ies Oaxaca,ingenieria en sistemas computacionales,ciencias sociales,virtual,10,2024-01-14,Pochutla
2801,Tebacsso,lic. en psicologia,tecnologia,presencial,6,2024-06-20,juarez
2802,Ies Oaxaca,ingenieria electronica,administracion,virtual,10,2024-03-27,Etla
2803,Escuela Normal,diseño grafico,economia,semi presencial,8,2024-03-11,Salina Cruz
2804,Centro De Estudios,lic. en turismo,tecnologia,semi presencial,8,2024-05-06,Xoxocotlan
2805,Ies Oaxaca,tec. en informatica,artes,virtual,8,2024-11-11,Salina Cruz
2806,Conalep,lic. en psicologia,economia,presencial,6,2024-08-05,Xoxocotlan
2807,Conalep,tec en mecanica,ingenieria,virtual,8,2024-08-21,Ixtlan
2808,Instituto Tecnologico,lic. en comunicacion,ingenieria,virtual,6,2024-04-18,juarez
2809,Centro De Estudios,lic. en turismo,educacion,presencial,8,2024-07-28,oaxaca capital
2810,Centro De Estudios,lic. en biologia,salud,semi presencial,8,2024-11-01,Ixtlan
2811,Tecnologica Del Valle,lic. en turismo,ingenieria,semi presencial,6,2024-06-05,Huajuapan
2812,Conalep,lic. en biologia,artes,virtual,6,2024-08-16,Ixtlan
2813,Ujat,tec en mecanica,humanidades,virtual,10,2024-01-16,Xoxocotlan
2814,Ies Oaxaca,diseño grafico,ciencias sociales,virtual,6,2024-08-16,Lachixio
2815,Uabjo,ingenieria civil,artes,presencial,10,2024-09-09,Lachixio
2816,Univers. Autonoma,diseño grafico,economia,presencial,8,2024-12-16,Salina Cruz
2817,Conalep,contabilidad,educacion,semi presencial,8,2024-06-04,Etla
2818,Uabjo,administracion de empresas,artes,virtual,6,2024-10-20,Tlacolula
2819,Ies Oaxaca,lic. en comunicacion,ciencias sociales,semi presencial,8,2024-01-30,Pochutla
2820,Tebacsso,administracion de empresas,salud,presencial,6,2024-12-17,Etla
2821,Cecyte,lic. en comunicacion,ciencias sociales,semi presencial,10,2024-07-05,oaxaca capital
2822,Univers. Autonoma,lic en enfermeria,economia,presencial,6,2024-05-10,Lachixio
2823,Instituto Tecnologico,contabilidad,salud,presencial,10,2024-08-25,Lachixio
2824,Tebacsso,ingenieria en sistemas computacionales,ingenieria,presencial,10,2024-02-06,Xoxocotlan
2825,Colegio De Bachilleres,lic. en derecho,educacion,semi presencial,6,2024-01-05,oaxaca capital
2826,Tecnologica Del Valle,lic. en educacion,educacion,virtual,6,2024-10-05,Salina Cruz
2827,Instituto Tecnologico,lic. en economia,derecho,virtual,6,2024-12-08,Huajuapan
2828,Instituto Tecnologico,lic en enfermeria,salud,virtual,6,2024-12-09,juarez
2829,Colegio De Bachilleres,tec en mecanica,ingenieria,virtual,6,2024-12-03,Ixtlan
2830,Tebacsso,lic. en educacion,derecho,virtual,10,2024-10-13,Pochutla
2831,Cecyte,ingenieria electronica,artes,semi presencial,8,2024-10-16,Lachixio
2832,Instituto Tecnologico,ingenieria civil,economia,semi presencial,8,2024-10-06,Etla
2833,Uabjo,administracion de empresas,tecnologia,presencial,6,2024-12-31,Tlacolula
2834,Uabjo,lic. en educacion,educacion,virtual,8,2024-06-19,juarez
2835,Cecyte,administracion de empresas,ingenieria,virtual,10,2024-04-24,Salina Cruz
2836,Tecnologica Del Valle,diseño grafico,humanidades,semi presencial,10,2024-04-20,Pochutla
2837,Tebacsso,diseño grafico,ciencias sociales,presencial,10,2024-03-13,Lachixio
2838,Tecnologica Del Valle,lic. en psicologia,ingenieria,semi presencial,10,2024-07-25,Ixtlan
2839,Cecyte,administracion de empresas,humanidades,presencial,8,2024-04-28,Pochutla
2840,Instituto Superior,ingenieria electronica,economia,presencial,10,2024-11-19,Ixtlan
2841,Escuela Normal,lic. en derecho,artes,semi presencial,8,2024-09-17,Huajuapan
2842,Escuela Normal,ingenieria civil,ciencias sociales,virtual,8,2024-06-01,Pochutla
2843,Instituto Superior,ingenieria civil,tecnologia,virtual,10,2024-08-02,Pochutla
2844,Centro De Estudios,administracion de empresas,administracion,presencial,10,2024-02-10,Huajuapan
2845,Univers. Autonoma,ingenieria civil,humanidades,presencial,6,2024-10-02,Tlacolula
2846,Instituto Superior,lic. en biologia,tecnologia,presencial,8,2024-02-07,Salina Cruz
2847,Ies Oaxaca,lic. en turismo,salud,semi presencial,10,2024-12-07,Xoxocotlan
2848,Tecnologica Del Valle,lic en enfermeria,salud,presencial,10,2024-12-30,Etla
2849,Instituto Superior,ingenieria electronica,tecnologia,virtual,10,2024-05-14,oaxaca capital
2850,Ies Oaxaca,tec en mecanica,derecho,semi presencial,10,2024-04-12,juarez
2851,Colegio De Bachilleres,ingenieria en sistemas computacionales,ciencias sociales,virtual,8,2024-04-03,oaxaca capital
2852,Ies Oaxaca,tec. en electronica,ciencias sociales,semi presencial,8,2024-05-07,Xoxocotlan
2853,Centro De Estudios,administracion de empresas,artes,virtual,10,2024-06-20,Huajuapan
2854,Instituto Superior,lic. en derecho,ciencias sociales,semi presencial,6,2024-01-19,Lachixio
2855,Tecnologica Del Valle,diseño grafico,ciencias sociales,virtual,8,2024-06-29,Salina Cruz
2856,Ies Oaxaca,ingenieria civil,economia,semi presencial,8,2024-09-06,Huajuapan
2857,Conalep,lic. en turismo,economia,presencial,10,2024-01-29,Tlacolula
2858,Ies Oaxaca,lic. en comunicacion,salud,virtual,10,2024-05-05,Ixtlan
2859,Univers. Autonoma,lic. en turismo,artes,semi presencial,10,2024-06-17,Ixtlan
2860,Conalep,lic. en turismo,salud,virtual,8,2024-09-16,Huajuapan
2861,Instituto Superior,lic. en educacion,ingenieria,presencial,10,2024-07-18,oaxaca capital
2862,Univers. Autonoma,contabilidad,artes,virtual,10,2024-11-17,oaxaca capital
2863,Tebacsso,lic. en biologia,tecnologia,virtual,6,2024-09-14,Lachixio
2864,Colegio De Bachilleres,contabilidad,economia,semi presencial,10,2024-02-11,Pochutla
2865,Univers. Autonoma,lic. en psicologia,economia,presencial,8,2024-07-08,oaxaca capital
2866,Centro De Estudios,ingenieria electronica,humanidades,semi presencial,6,2024-12-21,Xoxocotlan
2867,Ies Oaxaca,lic. en educacion,economia,semi presencial,10,2024-10-29,juarez
2868,Ies Oaxaca,tec en mecanica,artes,semi presencial,8,2024-05-06,Etla
2869,Instituto Superior,administracion de empresas,economia,presencial,6,2024-04-25,Xoxocotlan
2870,Colegio De Bachilleres,diseño grafico,educacion,presencial,6,2024-12-11,Lachixio
2871,Colegio De Bachilleres,lic. en filosofia,educacion,presencial,6,2024-12-14,Huajuapan
2872,Cecyte,contabilidad,derecho,virtual,8,2024-02-08,juarez
2873,Ies Oaxaca,tec. en informatica,economia,semi presencial,8,2024-11-12,Ixtlan
2874,Centro De Estudios,lic en enfermeria,educacion,virtual,8,2024-01-03,oaxaca capital
2875,Instituto Tecnologico,lic. en biologia,administracion,virtual,6,2024-02-26,juarez
2876,Instituto Tecnologico,lic. en filosofia,administracion,semi presencial,10,2024-09-04,Pochutla
2877,Centro De Estudios,ingenieria civil,artes,presencial,10,2024-11-22,Tlacolula
2878,Ies Oaxaca,lic. en derecho,salud,semi presencial,8,2024-08-26,Xoxocotlan
2879,Ies Oaxaca,tec en mecanica,salud,semi presencial,8,2024-06-25,Lachixio
2880,Uabjo,lic. en turismo,salud,presencial,10,2024-08-07,Huajuapan
2881,Centro De Estudios,lic. en derecho,educacion,presencial,10,2024-11-04,Xoxocotlan
2882,Centro De Estudios,lic. en filosofia,derecho,virtual,8,2024-04-24,Lachixio
2883,Tecnologica Del Valle,tec. en electronica,artes,presencial,10,2024-09-25,juarez
2884,Cecyte,diseño grafico,salud,presencial,6,2024-02-08,Tlacolula
2885,Conalep,tec. en informatica,salud,presencial,6,2024-06-22,Xoxocotlan
2886,Instituto Tecnologico,ingenieria en sistemas computacionales,educacion,virtual,6,2024-08-02,Xoxocotlan
2887,Tebacsso,ingenieria electronica,humanidades,presencial,10,2024-08-28,oaxaca capital
2888,Tecnologica Del Valle,ingenieria en sistemas computacionales,salud,presencial,10,2024-02-24,oaxaca capital
2889,Uabjo,lic. en economia,derecho,presencial,10,2024-09-30,Ixtlan
2890,Centro De Estudios,lic. en biologia,salud,semi presencial,6,2024-10-20,Lachixio
2891,Colegio De Bachilleres,contabilidad,economia,semi presencial,10,2024-02-13,Lachixio
2892,Univers. Autonoma,administracion de empresas,derecho,semi presencial,8,2024-09-24,oaxaca capital
2893,Escuela Normal,lic. en economia,educacion,virtual,6,2024-05-26,juarez
2894,Uabjo,tec. en electronica,salud,presencial,6,2024-12-17,oaxaca capital
2895,Univers. Autonoma,lic. en filosofia,administracion,virtual,8,2024-03-03,Etla
2896,Cecyte,ingenieria en sistemas computacionales,economia,semi presencial,6,2024-08-06,Salina Cruz
2897,Ujat,tec en mecanica,economia,presencial,10,2024-09-28,Lachixio
2898,Ies Oaxaca,lic. en turismo,tecnologia,semi presencial,6,2024-04-16,Huajuapan
2899,Instituto Tecnologico,lic. en economia,ingenieria,presencial,6,2024-02-27,Pochutla
2900,Ujat,tec. en informatica,economia,semi presencial,8,2024-08-23,Salina Cruz
2901,Tebacsso,ingenieria electronica,ciencias sociales,presencial,6,2024-07-08,Huajuapan
2902,Tebacsso,ingenieria electronica,artes,presencial,6,2024-07-04,Tlacolula
2903,Instituto Superior,tec en mecanica,artes,virtual,10,2024-05-03,Pochutla
2904,Tecnologica Del Valle,lic. en comunicacion,humanidades,semi presencial,6,2024-05-10,Ixtlan
2905,Conalep,contabilidad,artes,presencial,10,2024-09-29,Pochutla
2906,Tecnologica Del Valle,lic. en biologia,administracion,virtual,6,2024-02-28,Ixtlan
2907,Tebacsso,lic. en comunicacion,economia,semi presencial,8,2024-05-03,Huajuapan
2908,Tebacsso,lic en enfermeria,salud,semi presencial,10,2024-07-08,juarez
2909,Centro De Estudios,lic. en derecho,economia,semi presencial,6,2024-04-02,Xoxocotlan
2910,Colegio De Bachilleres,administracion de empresas,salud,semi presencial,6,2024-04-02,juarez
2911,Ies Oaxaca,administracion de empresas,derecho,virtual,8,2024-07-23,Pochutla
2912,Univers. Autonoma,lic. en derecho,tecnologia,semi presencial,8,2024-10-10,Etla
2913,Ujat,administracion de empresas,humanidades,presencial,10,2024-07-15,Xoxocotlan
2914,Colegio De Bachilleres,lic. en biologia,administracion,presencial,8,2024-04-08,Etla
2915,Instituto Tecnologico,tec. en informatica,salud,presencial,6,2024-07-27,Salina Cruz
2916,Ies Oaxaca,lic en enfermeria,artes,semi presencial,8,2024-12-01,Tlacolula
2917,Tebacsso,lic. en educacion,ingenieria,semi presencial,6,2024-06-12,oaxaca capital
2918,Conalep,ingenieria civil,derecho,presencial,8,2024-07-31,Pochutla
2919,Centro De Estudios,lic. en comunicacion,artes,presencial,6,2024-06-21,oaxaca capital
2920,Instituto Superior,contabilidad,ciencias sociales,presencial,6,2024-11-11,Xoxocotlan
2921,Uabjo,lic. en filosofia,tecnologia,semi presencial,6,2024-03-18,Ixtlan
2922,Tebacsso,diseño grafico,ciencias sociales,virtual,10,2024-02-04,Etla
2923,Cecyte,lic. en filosofia,artes,semi presencial,10,2024-12-23,juarez
2924,Ies Oaxaca,lic. en biologia,humanidades,presencial,6,2024-07-01,Huajuapan
2925,Conalep,ingenieria electronica,administracion,semi presencial,8,2024-08-15,Ixtlan
2926,Colegio De Bachilleres,administracion de empresas,humanidades,presencial,8,2024-05-18,Pochutla
2927,Tecnologica Del Valle,lic. en psicologia,salud,virtual,6,2024-05-26,Etla
2928,Instituto Tecnologico,lic. en derecho,derecho,presencial,10,2024-08-31,Pochutla
2929,Colegio De Bachilleres,tec. en informatica,ciencias sociales,presencial,8,2024-10-23,juarez
2930,Ujat,lic. en educacion,artes,presencial,6,2024-02-09,Ixtlan
2931,Cecyte,ingenieria en sistemas computacionales,educacion,virtual,10,2024-03-29,Xoxocotlan
2932,Instituto Superior,ingenieria en sistemas computacionales,salud,semi presencial,6,2024-04-01,oaxaca capital
2933,Instituto Tecnologico,lic. en filosofia,ingenieria,presencial,6,2024-03-09,Lachixio
2934,Tecnologica Del Valle,tec en mecanica,educacion,semi presencial,6,2024-01-11,Ixtlan
2935,Conalep,lic. en psicologia,artes,virtual,8,2024-07-04,Xoxocotlan
2936,Conalep,ingenieria electronica,economia,semi presencial,8,2024-06-16,juarez
2937,Ujat,lic. en educacion,artes,presencial,8,2024-11-11,Salina Cruz
2938,Conalep,contabilidad,administracion,presencial,10,2024-03-09,Huajuapan
2939,Tecnologica Del Valle,tec. en informatica,ciencias sociales,semi presencial,8,2024-10-28,oaxaca capital
2940,Tebacsso,ingenieria electronica,ingenieria,virtual,10,2024-01-03,Etla
2941,Tebacsso,lic. en biologia,salud,presencial,10,2024-06-21,Etla
2942,Univers. Autonoma,lic. en turismo,administracion,presencial,6,2024-06-01,oaxaca capital
2943,Tebacsso,ingenieria civil,tecnologia,presencial,6,2024-09-20,Etla
2944,Tecnologica Del Valle,lic. en psicologia,administracion,presencial,10,2024-04-28,Xoxocotlan
2945,Conalep,diseño grafico,derecho,presencial,6,2024-08-09,Etla
2946,Ujat,diseño grafico,derecho,presencial,6,2024-05-14,juarez
2947,Conalep,lic. en turismo,humanidades,presencial,6,2024-08-27,Huajuapan
2948,Tecnologica Del Valle,tec en mecanica,administracion,semi presencial,10,2024-02-19,Salina Cruz
2949,Conalep,tec. en electronica,tecnologia,presencial,8,2024-06-01,oaxaca capital
2950,Tebacsso,tec. en electronica,derecho,semi presencial,10,2024-04-11,Tlacolula
2951,Ujat,lic. en economia,ingenieria,virtual,6,2024-02-28,Huajuapan
2952,Uabjo,tec en mecanica,derecho,semi presencial,6,2024-10-09,Etla
2953,Conalep,lic. en filosofia,humanidades,virtual,6,2024-07-13,oaxaca capital
2954,Colegio De Bachilleres,tec en mecanica,tecnologia,virtual,10,2024-12-01,Tlacolula
2955,Colegio De Bachilleres,lic. en filosofia,economia,virtual,6,2024-03-01,oaxaca capital
2956,Tebacsso,lic en enfermeria,educacion,presencial,10,2024-06-03,Pochutla
2957,Instituto Superior,diseño grafico,administracion,semi presencial,6,2024-03-24,Etla
2958,Univers. Autonoma,administracion de empresas,ciencias sociales,virtual,6,2024-12-16,oaxaca capital
2959,Ies Oaxaca,tec en mecanica,salud,presencial,6,2024-08-07,Etla
2960,Tecnologica Del Valle,lic. en turismo,derecho,virtual,6,2024-04-04,Xoxocotlan
2961,Centro De Estudios,lic. en comunicacion,economia,semi presencial,8,2024-06-09,juarez
2962,Uabjo,lic. en turismo,tecnologia,semi presencial,8,2024-03-24,Xoxocotlan
2963,Ies Oaxaca,diseño grafico,artes,semi presencial,10,2024-12-21,oaxaca capital
2964,Cecyte,lic. en biologia,ciencias sociales,semi presencial,6,2024-10-27,Huajuapan
2965,Tecnologica Del Valle,lic en enfermeria,salud,presencial,8,2024-05-13,Huajuapan
2966,Colegio De Bachilleres,lic. en filosofia,administracion,semi presencial,6,2024-01-20,Etla
2967,Univers. Autonoma,lic. en psicologia,derecho,semi presencial,10,2024-07-30,Ixtlan
2968,Conalep,lic. en derecho,economia,presencial,8,2024-08-27,Etla
2969,Uabjo,ingenieria civil,salud,presencial,6,2024-02-26,Tlacolula
2970,Instituto Tecnologico,tec. en electronica,derecho,presencial,10,2024-01-22,Tlacolula
2971,Escuela Normal,lic. en derecho,artes,virtual,10,2024-08-24,Huajuapan
2972,Instituto Superior,ingenieria en sistemas computacionales,tecnologia,virtual,8,2024-06-15,Tlacolula
2973,Tebacsso,lic. en turismo,ingenieria,virtual,6,2024-01-29,Salina Cruz
2974,Centro De Estudios,lic. en turismo,ciencias sociales,virtual,8,2024-01-24,Xoxocotlan
2975,Ujat,lic. en educacion,educacion,semi presencial,10,2024-03-24,Ixtlan
2976,Centro De Estudios,lic. en educacion,administracion,presencial,8,2024-04-06,Ixtlan
2977,Uabjo,administracion de empresas,ingenieria,virtual,10,2024-01-03,Tlacolula
2978,Instituto Tecnologico,contabilidad,administracion,virtual,10,2024-10-30,Lachixio
2979,Escuela Normal,diseño grafico,derecho,virtual,10,2024-03-25,Lachixio
2980,Ujat,ingenieria civil,humanidades,semi presencial,10,2024-08-22,juarez
2981,Instituto Superior,lic. en comunicacion,salud,presencial,10,2024-02-10,Salina Cruz
2982,Centro De Estudios,lic. en turismo,ciencias sociales,presencial,8,2024-11-30,Tlacolula
2983,Conalep,ingenieria civil,educacion,virtual,6,2024-12-23,oaxaca capital
2984,Ies Oaxaca,lic. en psicologia,humanidades,semi presencial,6,2024-08-08,Huajuapan
2985,Escuela Normal,lic. en turismo,ingenieria,semi presencial,6,2024-10-23,Huajuapan
2986,Tebacsso,lic. en economia,administracion,presencial,10,2024-03-17,oaxaca capital
2987,Escuela Normal,tec. en informatica,humanidades,presencial,10,2024-06-18,Tlacolula
2988,Cecyte,lic. en biologia,ciencias sociales,virtual,10,2024-11-04,Lachixio
2989,Uabjo,ingenieria electronica,tecnologia,presencial,6,2024-12-18,Salina Cruz
